,Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,HDI
382,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1990,4592224067.0,0.641
385,Japan,JPN,"Population, total",SP.POP.TOTL,1990,123537000.0,0.816
386,Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,78.83682927,0.816
387,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1990,3132820000000.0,0.816
390,Jordan,JOR,"Population, total",SP.POP.TOTL,1990,3565890.0,0.616
391,Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.872,0.616
392,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1990,4160003917.0,0.616
394,Jordan,JOR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,6.88157811,0.616
395,Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,1990,16348000.0,0.69
396,Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.33658537,0.69
397,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1990,26932728899.0,0.69
400,Kenya,KEN,"Population, total",SP.POP.TOTL,1990,23724579.0,0.467
401,Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,57.406000000000006,0.467
402,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1990,8572359163.0,0.467
404,Kenya,KEN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,25.31413336,0.467
405,Kiribati,KIR,"Population, total",SP.POP.TOTL,1990,72400.0,..
406,Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,59.636,..
407,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1990,39809538.68,..
409,Kiribati,KIR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,11.13333333,..
410,Kuwait,KWT,"Population, total",SP.POP.TOTL,1990,2095344.0,0.712
411,Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.15,0.712
412,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1990,18427777778.0,0.712
415,Latvia,LVA,"Population, total",SP.POP.TOTL,1990,2663151.0,0.698
416,Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.27317073,0.698
420,Lebanon,LBN,"Population, total",SP.POP.TOTL,1990,2803044.0,..
421,Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.266,..
422,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1990,2838485354.0,..
425,Lesotho,LSO,"Population, total",SP.POP.TOTL,1990,1703747.0,0.488
426,Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,59.836999999999996,0.488
427,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1990,596415104.5,0.488
429,Lesotho,LSO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,12.16164968,0.488
430,Liberia,LBR,"Population, total",SP.POP.TOTL,1990,2075912.0,..
431,Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,46.04600000000001,..
435,Libya,LBY,"Population, total",SP.POP.TOTL,1990,4436661.0,0.676
436,Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.503,0.676
437,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1990,28901836158.0,0.676
440,Liechtenstein,LIE,"Population, total",SP.POP.TOTL,1990,28789.0,..
442,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1990,1421466240.0,..
445,Lithuania,LTU,"Population, total",SP.POP.TOTL,1990,3697838.0,0.732
446,Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.16073171,0.732
450,Luxembourg,LUX,"Population, total",SP.POP.TOTL,1990,381850.0,0.791
451,Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.01041463,0.791
452,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1990,13229247948.0,0.791
455,Madagascar,MDG,"Population, total",SP.POP.TOTL,1990,11598633.0,..
456,Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,51.003,..
457,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1990,3081479800.0,..
459,Madagascar,MDG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,29.475569699999998,..
460,Malawi,MWI,"Population, total",SP.POP.TOTL,1990,9404500.0,0.303
461,Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,46.096000000000004,0.303
462,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1990,1880771556.0,0.303
464,Malawi,MWI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,38.48260597,0.303
465,Malaysia,MYS,"Population, total",SP.POP.TOTL,1990,18029824.0,0.644
466,Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.865,0.644
467,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1990,44024178343.0,0.644
469,Malaysia,MYS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,15.21653328,0.644
470,Maldives,MDV,"Population, total",SP.POP.TOTL,1990,223158.0,..
471,Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,61.528999999999996,..
472,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1990,215089005.2,..
475,Mali,MLI,"Population, total",SP.POP.TOTL,1990,8449913.0,0.231
476,Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,45.746,0.231
477,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1990,2681912030.0,0.231
479,Mali,MLI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,37.41767939,0.231
480,Malta,MLT,"Population, total",SP.POP.TOTL,1990,354170.0,0.744
481,Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.78607317,0.744
482,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1990,2547163582.0,0.744
484,Malta,MLT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,3.151768405,0.744
485,Marshall Islands,MHL,"Population, total",SP.POP.TOTL,1990,47271.0,..
487,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1990,78476000.0,..
490,Mauritania,MRT,"Population, total",SP.POP.TOTL,1990,2034346.0,0.378
491,Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,59.688,0.378
492,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1990,1019600785.0,0.378
494,Mauritania,MRT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,26.5546478,0.378
495,Mauritius,MUS,"Population, total",SP.POP.TOTL,1990,1058775.0,0.62
496,Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.40487805,0.62
497,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1990,2653480001.0,0.62
499,Mauritius,MUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,10.88742394,0.62
500,Mexico,MEX,"Population, total",SP.POP.TOTL,1990,83943132.0,0.652
501,Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.866,0.652
502,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1990,261254000000.0,0.652
504,Mexico,MEX,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,6.667096379,0.652
505,Monaco,MCO,"Population, total",SP.POP.TOTL,1990,29438.0,..
507,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1990,2481316054.0,..
510,Mongolia,MNG,"Population, total",SP.POP.TOTL,1990,2184145.0,0.583
511,Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,60.268,0.583
512,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1990,2560785660.0,0.583
514,Mongolia,MNG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,12.47383664,0.583
515,Montenegro,MNE,"Population, total",SP.POP.TOTL,1990,606372.0,..
516,Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,74.627,..
520,Morocco,MAR,"Population, total",SP.POP.TOTL,1990,24807462.0,0.458
521,Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,64.732,0.458
522,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1990,30180108562.0,0.458
524,Morocco,MAR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,15.09517541,0.458
525,Mozambique,MOZ,"Population, total",SP.POP.TOTL,1990,12987292.0,0.217
526,Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,45.261,0.217
530,Myanmar,MMR,"Population, total",SP.POP.TOTL,1990,41335199.0,0.35
531,Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,56.849,0.35
535,Namibia,NAM,"Population, total",SP.POP.TOTL,1990,1432905.0,0.579
536,Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,61.608000000000004,0.579
537,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1990,2785764518.0,0.579
539,Namibia,NAM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,9.068962286,0.579
540,Nauru,NRU,"Population, total",SP.POP.TOTL,1990,9505.0,..
545,Nepal,NPL,"Population, total",SP.POP.TOTL,1990,18905478.0,0.38
546,Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,54.403999999999996,0.38
547,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1990,3627562403.0,0.38
549,Nepal,NPL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,48.80289317,0.38
550,Netherlands,NLD,"Population, total",SP.POP.TOTL,1990,14951510.0,0.83
551,Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.87804878,0.83
552,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1990,318331000000.0,0.83
554,Netherlands,NLD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,4.01224059,0.83
555,New Zealand,NZL,"Population, total",SP.POP.TOTL,1990,3329800.0,0.82
556,New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.37804878,0.82
557,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1990,45495129385.0,0.82
559,New Zealand,NZL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,7.587321187000001,0.82
560,Nicaragua,NIC,"Population, total",SP.POP.TOTL,1990,4173434.0,0.494
561,Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,64.293,0.494
562,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1990,1009455484.0,0.494
565,Niger,NER,"Population, total",SP.POP.TOTL,1990,8026591.0,0.213
566,Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,43.538000000000004,0.213
567,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1990,2480673195.0,0.213
569,Niger,NER,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,35.25318448,0.213
570,Nigeria,NGA,"Population, total",SP.POP.TOTL,1990,95212450.0,..
571,Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,45.9,..
572,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1990,54035795388.0,..
574,Nigeria,NGA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,21.55626328,..
575,North Macedonia,MKD,"Population, total",SP.POP.TOTL,1990,1996228.0,..
576,North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,71.152,..
577,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1990,4699646643.0,..
579,North Macedonia,MKD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,7.161842105,..
580,Norway,NOR,"Population, total",SP.POP.TOTL,1990,4241473.0,0.85
581,Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.53731707,0.85
582,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1990,119792000000.0,0.85
584,Norway,NOR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,2.984023684,0.85
585,Oman,OMN,"Population, total",SP.POP.TOTL,1990,1812161.0,..
586,Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.18,..
587,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1990,11685045514.0,..
589,Oman,OMN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,2.586302833,..
590,Pakistan,PAK,"Population, total",SP.POP.TOTL,1990,107647921.0,0.404
591,Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,60.1,0.404
592,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1990,40010424929.0,0.404
594,Pakistan,PAK,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,23.062283100000002,0.404
595,Palau,PLW,"Population, total",SP.POP.TOTL,1990,15058.0,..
596,Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.06926829,..
600,Panama,PAN,"Population, total",SP.POP.TOTL,1990,2470947.0,0.659
601,Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,72.982,0.659
602,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1990,6433967000.0,0.659
604,Panama,PAN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,8.074135288999999,0.659
605,Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,1990,4615839.0,0.377
606,Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,56.492,0.377
607,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1990,3219730365.0,0.377
609,Papua New Guinea,PNG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,28.9740589,0.377
610,Paraguay,PRY,"Population, total",SP.POP.TOTL,1990,4223415.0,0.588
611,Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.545,0.588
612,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1990,5812114523.0,0.588
614,Paraguay,PRY,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,18.60193589,0.588
615,Peru,PER,"Population, total",SP.POP.TOTL,1990,22071433.0,0.613
616,Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,66.165,0.613
617,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1990,26410386669.0,0.613
620,Philippines,PHL,"Population, total",SP.POP.TOTL,1990,61895160.0,0.59
621,Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,66.366,0.59
622,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1990,44311593756.0,0.59
624,Philippines,PHL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,21.90381504,0.59
625,Poland,POL,"Population, total",SP.POP.TOTL,1990,38110782.0,0.712
626,Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.8902439,0.712
630,Portugal,PRT,"Population, total",SP.POP.TOTL,1990,9983218.0,0.711
631,Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.96585366,0.711
632,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1990,78713859795.0,0.711
635,Qatar,QAT,"Population, total",SP.POP.TOTL,1990,476278.0,0.757
636,Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.824,0.757
637,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1990,7360439423.0,0.757
640,Romania,ROU,"Population, total",SP.POP.TOTL,1990,23201835.0,0.701
641,Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.74121951,0.701
642,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1990,38995454545.0,0.701
644,Romania,ROU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,21.80906866,0.701
645,Russian Federation,RUS,"Population, total",SP.POP.TOTL,1990,148292000.0,0.734
646,Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.88609756,0.734
647,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1990,516814000000.0,0.734
649,Russian Federation,RUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,15.46103695,0.734
650,Rwanda,RWA,"Population, total",SP.POP.TOTL,1990,7288882.0,0.245
651,Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,33.413000000000004,0.245
652,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1990,2550185618.0,0.245
654,Rwanda,RWA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,32.54599393,0.245
655,Samoa,WSM,"Population, total",SP.POP.TOTL,1990,162803.0,0.621
656,Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,66.281,0.621
657,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1990,125766269.8,0.621
660,San Marino,SMR,"Population, total",SP.POP.TOTL,1990,24125.0,..
665,Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,1990,119209.0,0.437
666,Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,58.247,0.437
670,Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,1990,16233785.0,0.698
671,Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.078,0.698
672,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1990,117630000000.0,0.698
674,Saudi Arabia,SAU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,5.707276319,0.698
675,Senegal,SEN,"Population, total",SP.POP.TOTL,1990,7526307.0,0.377
676,Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,57.202,0.377
677,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1990,7237100724.0,0.377
679,Senegal,SEN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,17.90867016,0.377
680,Serbia,SRB,"Population, total",SP.POP.TOTL,1990,7586000.0,0.706
685,Seychelles,SYC,"Population, total",SP.POP.TOTL,1990,69507.0,..
686,Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.10731707,..
687,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1990,368584758.9,..
689,Seychelles,SYC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,4.809109857,..
690,Sierra Leone,SLE,"Population, total",SP.POP.TOTL,1990,4319762.0,0.27
691,Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,38.563,0.27
692,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1990,649644826.8,0.27
694,Sierra Leone,SLE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,44.02862196,0.27
695,Singapore,SGP,"Population, total",SP.POP.TOTL,1990,3047132.0,0.718
696,Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.29512195,0.718
697,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1990,36144336769.0,0.718
699,Singapore,SGP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,0.32343958100000003,0.718
700,Slovenia,SVN,"Population, total",SP.POP.TOTL,1990,1998161.0,0.829
701,Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,73.20487805,0.829
702,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1990,18198205508.0,0.829
705,Solomon Islands,SLB,"Population, total",SP.POP.TOTL,1990,311866.0,..
706,Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,64.365,..
707,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1990,302515026.9,..
709,Solomon Islands,SLB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,27.32026144,..
710,Somalia,SOM,"Population, total",SP.POP.TOTL,1990,7225092.0,..
711,Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,45.378,..
712,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1990,917044228.0,..
714,Somalia,SOM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,62.74456519,..
715,South Africa,ZAF,"Population, total",SP.POP.TOTL,1990,36800509.0,0.625
716,South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,63.306999999999995,0.625
717,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1990,115552000000.0,0.625
719,South Africa,ZAF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,4.207097009,0.625
720,South Sudan,SSD,"Population, total",SP.POP.TOTL,1990,5492623.0,..
721,South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,43.523999999999994,..
725,Spain,ESP,"Population, total",SP.POP.TOTL,1990,38867322.0,0.754
726,Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.83756098,0.754
727,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1990,536559000000.0,0.754
730,Sri Lanka,LKA,"Population, total",SP.POP.TOTL,1990,17325773.0,0.625
731,Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,69.509,0.625
732,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1990,8032551173.0,0.625
734,Sri Lanka,LKA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,26.68499557,0.625
735,Sudan,SDN,"Population, total",SP.POP.TOTL,1990,20147590.0,0.332
736,Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,55.5,0.332
737,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1990,12408647541.0,0.332
739,Sudan,SDN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,39.01958906,0.332
740,Suriname,SUR,"Population, total",SP.POP.TOTL,1990,405168.0,..
741,Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,67.436,..
742,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1990,388400000.0,..
744,Suriname,SUR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,8.084449022000001,..
745,Sweden,SWE,"Population, total",SP.POP.TOTL,1990,8558835.0,0.816
746,Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,77.53682927,0.816
747,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1990,259702000000.0,0.816
749,Sweden,SWE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,3.852568016,0.816
750,Switzerland,CHE,"Population, total",SP.POP.TOTL,1990,6715519.0,0.832
751,Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,77.24243902,0.832
752,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1990,258067000000.0,0.832
754,Switzerland,CHE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,2.238130146,0.832
755,Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,1990,12446171.0,0.558
756,Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,70.553,0.558
